comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-1572,https://www.regulations.gov/comment/FSIS-2011-0012-1572,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been studied, and increased line speed could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and management of inhumane handling.","Animal welfare in poultry slaughter, Insufficient study on handling live birds, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1575,https://www.regulations.gov/comment/FSIS-2011-0012-1575,individual,Unknown,Requests not to relax rules and remove federal oversight on poultry inspections; insists that inspections should always involve independent arms-length inspections,Concerned about the potential decline in food safety if poultry inspections are solely conducted by the company without independent federal oversight; expresses personal decision to avoid purchasing poultry products made in the USA if independent federal oversight is not maintained,"Food safety concerns, Federal oversight in poultry inspections",No,No,0
FSIS-2011-0012-1573,https://www.regulations.gov/comment/FSIS-2011-0012-1573,anonymous,Unknown,Requests reconsideration of the measure to implement self-regulation in the industry,"Believes that self-regulation is ineffective and conflicts with business interests over public welfare, emphasizes that the financial savings do not justify the human costs, highlights increased vulnerability of workers and public health risks, and references past incidents like the spinach recall to underline potential dangers","Ineffectiveness of industry self-regulation, Increased vulnerability of workers, Public health risks from lower food safety standards, Potential for increased OSHA claims",No,No,0
FSIS-2011-0012-1574,https://www.regulations.gov/comment/FSIS-2011-0012-1574,anonymous,Unknown,Requests to maintain human oversight on production lines; Expresses need to address the human cost and risk of injury on production lines; Highlights the increased risk of disease to the population; Criticizes the effective reduction in worker wages due to increased workloads,"Concerned that the proposed speeds on production lines (3 birds per second or 200 a minute) make it impossible for adequate human oversight, which is necessary for quality and safety; Believes that the increased speed of production lines will lead to higher rates of job injuries such as carpal tunnel, repetitive injuries, and serious cuts, which are already significantly higher than the general population; Points out that faster production lines could increase the risk of diseases spreading; Argues that increasing the workload without increasing pay effectively reduces workers' wages, which are already low, and this is unfair to the workers","Lack of adequate human oversight on production lines, High risk of job injuries on faster production lines, Increased risk of disease from faster production lines, Effective reduction in worker wages due to increased workload",No,No,0
FSIS-2011-0012-1577,https://www.regulations.gov/comment/FSIS-2011-0012-1577,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained poultry slaughter plant workers sort poultry compromises the safety of food for human consumption","Poultry welfare issues due to increased line speeds, Food safety concerns with untrained workers sorting poultry",No,No,0
FSIS-2011-0012-1576,https://www.regulations.gov/comment/FSIS-2011-0012-1576,anonymous,Unknown,Requests not to support the proposal to modify the Poultry Slaughter Inspection standards by decreasing the number of government inspectors; Requests to oppose the proposed modification of current slaughter standards,"Concerned about the lack of objective and trained governmental oversight if the industry polices itself; Believes that speeding up poultry slaughter lines increases the likelihood of inhumane injuries to birds and the risk of diseased birds entering the food supply, posing serious food safety issues","Decrease in government inspectors in poultry industry, Inhumane treatment of birds during slaughter, Risk of diseased birds entering food supply",No,No,0
FSIS-2011-0012-1578,https://www.regulations.gov/comment/FSIS-2011-0012-1578,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposes increased line speeds due to concerns about animal welfare, specifically noting that faster line speeds result in more bruising and fractures such as broken wings; Believes that having more trained USDA inspectors rather than untrained plant workers will ensure better sorting of poultry that is safe or unsafe for human consumption","Animal welfare in poultry slaughter, Food safety in poultry processing",No,No,0
FSIS-2011-0012-1579,https://www.regulations.gov/comment/FSIS-2011-0012-1579,anonymous,Unknown,"Requests more humane conditions for poultry slaughter, including slower processing times and more government inspectors","Concerned that faster processing times and fewer government inspectors lead to less humane conditions for poultry, which are already housed in crowded, factory farm conditions","Inhumane poultry slaughter conditions, Crowded factory farm conditions for poultry",No,No,0
FSIS-2011-0012-1582,https://www.regulations.gov/comment/FSIS-2011-0012-1582,individual,Unknown,"Requests more food safety inspectors at poultry slaughter plants, opposes untrained poultry slaughter plant workers sorting poultry for safety","Concerned that untrained workers are not capable of effectively determining the safety of poultry for human consumption, which could lead to health risks","Food safety at poultry slaughter plants, Use of untrained workers in food safety roles",No,No,0
FSIS-2011-0012-1580,https://www.regulations.gov/comment/FSIS-2011-0012-1580,anonymous,Unknown,Requests ensuring animals are not tortured and remain clean in shelters and farms,Concerned about the welfare and cleanliness of animals in shelters and farms,"Animal welfare in shelters and farms, Cleanliness of animals in shelters and farms",No,No,0
FSIS-2011-0012-1581,https://www.regulations.gov/comment/FSIS-2011-0012-1581,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained poultry slaughter plant workers sort safe or unsafe poultry for human consumption is inadequate for ensuring food safety","Poultry slaughter welfare, Food safety at poultry slaughter plants",No,No,0
